"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",32.3891716003418,102.467994689941,16.7496147155762,5.1059193611145,32.24072265625,11.192455291748,61.3400001525879,35.1538772583008,29.2086658477783,33.0570945739746,42.7149276733398,5.3684287071228,26.350528717041,13.3716459274292,12.4638442993164,10.4553966522217,9.49788379669189,1.91244828701019,10.7775630950928,25.7304649353027,35.3298988342285,9.4619779586792,332.751525878906,755.547241210938,10.8404941558838,11.3067426681519,16.9405994415283,20.114049911499,13.2305526733398,45.2460441589355
"2",31.6633415222168,101.632225036621,16.347110748291,5.02999973297119,31.8021049499512,10.888129234314,61.2700004577637,34.6673126220703,28.5349559783936,32.6018829345703,42.4028282165527,5.28842353820801,25.8689918518066,13.0161199569702,12.2341146469116,10.2724237442017,9.26351928710938,1.84233093261719,10.5350389480591,25.13037109375,35.190113067627,9.28169441223145,329.059478759766,744.853820800781,10.6408290863037,11.282600402832,16.2445449829102,19.8149509429932,13.190242767334,44.5592193603516
"3",32.0367698669434,102.259063720703,15.9940481185913,5.07282781600952,31.72607421875,10.9219427108765,61.3800010681152,34.8816337585449,29.1891441345215,32.7371482849121,42.2653045654297,5.35953998565674,25.9908924102783,12.9568643569946,12.3349647521973,10.307279586792,9.26053047180176,1.79869413375854,10.6592588424683,25.661548614502,35.2133979797363,9.41544723510742,330.939117431641,749.166687011719,10.7440977096558,11.4435529708862,16.5073566436768,19.8508434295654,13.2398490905762,44.9780006408691
"4",32.1419639587402,103.124656677246,16.1140842437744,5.2382869720459,31.860595703125,10.9084177017212,61.2999992370605,35.1307029724121,29.281888961792,32.9400825500488,42.6831970214844,5.36398553848267,26.5638675689697,13.4967346191406,12.3041515350342,10.4118328094482,9.52951526641846,1.87091863155365,10.6710901260376,25.8277626037598,35.5861587524414,9.42999267578125,334.496917724609,753.725769042969,11.0022878646851,11.4435529708862,16.7602405548096,20.2366752624512,13.4010877609253,45.2348709106445
"5",32.4259834289551,103.452980041504,16.071720123291,5.20325040817261,31.5506496429443,10.7821788787842,61.1199989318848,35.1828346252441,29.6577911376953,33.3188552856445,42.0643119812012,5.39657974243164,26.7040672302246,13.4572305679321,12.2957487106323,10.5381650924683,9.45031356811523,1.85557055473328,10.7834806442261,26.156192779541,35.3357238769531,9.42126750946045,336.577697753906,752.986083984375,10.995400428772,11.3872222900391,16.8346309661865,20.380241394043,13.3731775283813,45.2572174072266
"6",31.5844249725342,102.139663696289,15.8881320953369,5.17794227600098,31.1003322601318,10.6379060745239,61.1699981689453,34.8294906616211,28.9743270874023,32.9671325683594,41.8209533691406,5.30694198608398,26.1920413970947,13.0885410308838,12.1668787002563,10.4292583465576,9.32578372955322,1.80561590194702,10.6355991363525,25.3574333190918,34.7998809814453,9.18573665618896,333.087127685547,744.114501953125,10.8611459732056,11.1538381576538,16.5966110229492,20.1409587860107,13.1654396057129,44.4531288146973
"7",31.7685203552246,103.124656677246,15.6268482208252,5.20325040817261,31.2114391326904,10.6018323898315,60.9599990844727,35.2986869812012,28.7692909240723,32.8250732421875,42.191234588623,5.33583545684814,25.8324108123779,13.2794694900513,12.1864881515503,10.3856935501099,9.71307182312012,1.79718911647797,10.5232076644897,25.0979385375977,35.2483520507812,8.98509311676025,334.026977539062,742.882263183594,10.9127855300903,11.1216516494751,16.80983543396,20.2336807250977,13.0941247940063,44.6932334899902
"8",30.9374961853027,102.67692565918,15.5632963180542,5.17599534988403,31.1354179382324,10.6040935516357,60.4000015258789,35.4319152832031,27.9100589752197,33.0415191650391,41.8685684204102,5.25583124160767,25.7531700134277,13.1082944869995,12.1528701782227,10.4161882400513,9.62639904022217,1.76228177547455,10.2865962982178,24.5384120941162,35.2951736450195,8.99381446838379,335.30224609375,742.143005371094,10.9609756469727,10.8963193893433,16.8395805358887,20.4071578979492,13.2987642288208,44.4642906188965
"9",31.3319664001465,103.184341430664,15.6127300262451,5.17405033111572,32.012638092041,10.6627006530762,60.1599998474121,35.6577911376953,28.2469310760498,33.1632804870605,40.747142791748,5.28101682662964,25.814136505127,13.0951232910156,12.1556730270386,10.3944044113159,9.79551124572754,1.82848739624023,10.1209688186646,24.7695178985596,35.195671081543,8.74083995819092,335.30224609375,745.100158691406,10.8990106582642,10.8882741928101,16.8445472717285,20.7182140350342,13.3855867385864,44.4363784790039
"10",30.9269752502441,101.691963195801,15.478554725647,5.18183326721191,31.84303855896,10.62437915802,60.439998626709,35.5535469055176,28.0858211517334,33.0009498596191,41.0645141601562,5.26472234725952,25.6617374420166,13.1477937698364,12.2004957199097,10.2506427764893,9.62789344787598,1.7827445268631,10.1505460739136,24.5586853027344,35.0786018371582,8.70594692230225,334.09423828125,741.896240234375,10.8439283370972,10.839991569519,16.7652072906494,20.6733551025391,13.3328762054443,44.1069374084473
"11",30.6324367523193,101.094985961914,15.330267906189,5.18962144851685,31.7611751556396,10.5928230285645,60.4599990844727,35.5535469055176,28.1151065826416,32.7439155578613,40.7418479919434,5.26620388031006,25.3569717407227,12.8251867294312,12.1332550048828,10.1460886001587,9.50261688232422,1.71533465385437,9.97309494018555,24.1775588989258,34.9556846618652,8.70886325836182,331.140411376953,733.148193359375,10.7854070663452,10.6629428863525,16.5470237731934,20.7002582550049,13.2460527420044,43.9226722717285
"12",29.7961349487305,100.677146911621,15.1890411376953,5.25969839096069,31.6559200286865,10.7145576477051,60.2900009155273,35.3624038696289,27.7196769714355,31.837553024292,40.6942329406738,5.21150875091553,24.7047557830811,12.7461853027344,12.1078691482544,10.0371799468994,9.62664890289307,1.75535917282104,10.1268835067749,23.480167388916,34.5283966064453,8.68553733825684,323.622039794922,728.712219238281,10.8611459732056,10.5824661254883,16.6908226013184,20.0602054595947,13.162335395813,43.9561767578125
"13",30.401008605957,101.184501647949,15.4503183364868,5.28889894485474,32.0652847290039,10.7551250457764,60.0999984741211,35.4782524108887,28.2322769165039,31.5466957092285,41.1068382263184,5.2414813041687,24.3634090423584,12.9107799530029,12.0796518325806,10.0676765441895,9.57359886169434,1.73369216918945,10.4877166748047,24.1086235046387,34.4523086547852,8.78758525848389,320.869903564453,730.313903808594,10.8852443695068,10.6146554946899,16.6065216064453,19.8986949920654,13.2398490905762,43.6658058166504
"14",31.0952777862549,101.81128692627,15.5844783782959,5.39790916442871,32.0945167541504,10.9692821502686,61.2000007629395,35.6056861877441,29.0133800506592,32.4057350158691,41.5564727783203,5.28792953491211,24.7474269866943,13.312385559082,12.1445503234863,10.2506427764893,9.73822784423828,1.78695738315582,10.7184162139893,25.0371189117432,34.5810813903809,9.29489517211914,326.777191162109,739.678649902344,11.0814647674561,11.0250797271729,17.0230522155762,20.0153541564941,13.3514757156372,44.4252014160156
"15",30.9269752502441,101.274085998535,15.6056680679321,5.40958499908447,32.1763916015625,10.8903837203979,61.1199989318848,35.7273101806641,28.6618881225586,32.0743026733398,41.2338027954102,5.31040716171265,24.4792251586914,13.1543779373169,12.1925172805786,10.2070789337158,9.73075485229492,1.73218703269958,10.8248844146729,24.801965713501,34.9439849853516,9.6331033706665,324.629272460938,737.707092285156,11.2019548416138,11.4194078445435,17.0627193450928,19.934591293335,13.2646560668945,44.2688522338867
