"","AAPL","CSCO","MSFT","AMZN","META","GOOGL","AVGO","BRK-B","WFC","LLY","JPM","TSLA","UNH","XOM","V","MA","HD","PG","COST","JNJ","WMT","ABBV","NFLX","BAC","ORCL","CRM","MRK","AMD","KO","CVX"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",-0.00272144068816427,0.00109069901612635,0,-0.00418180526129563,0.00252103047365093,0.00402595135799744,-0.00216631731894457,0.00420569849820529,0.0050251063261797,0.00325928319078961,0.000764405732273321,-0.0102318345223733,0.00929084352837228,0.0250575700402722,-0.00121447474476999,0.00296669602432087,-0.00930441174613794,-0.00414587329344562,-0.00225223764293991,-0.00254117848041802,0.00301655882078133,0.00279580702881477,0.00128194601549625,0.00498638022830655,0.0260899003761659,-0.00764779551491124,-0.0159874219425721,-0.013057768243284,0.00445473632471782,0.0224262091812542
"3",-0.0006298808557893,-0.00272350705793512,-0.00210256599392367,-0.0128686033509184,-0.01393721587333,-0.0062346762682407,-0.00103477059924073,-0.0112973245835437,-0.0149999426717269,-0.00115403936741865,-0.02103133109321,0.00821152856557594,-0.00849523377141537,-0.00997098717669198,-0.0224085501734789,-0.0220023555926717,0.00786640777534253,0.00416313311584782,-0.00475829613765089,-0.00422541330614268,-0.000930923544513962,-0.00755523026411242,-0.0088831210377579,-0.0126298591251276,0.00953479805554958,0.00466085955233675,-0.00868158291499765,-0.00361695471395795,0.00203246078989894,-0.00851461058250835
"4",-0.00910304569334808,-0.0118333215903248,-0.00458817759952845,0.000317274511359544,-0.00516217713428646,-0.0177448388894714,-0.0143397949853644,-0.00822268044999985,-0.0133250087853082,-0.00380873378466817,-0.00768133852453312,0.0174002673033609,-0.0043211111664273,-0.00519829887432299,-0.00470864211125133,-0.00521378904541558,0.00246296707561022,-0.0014759388908604,-0.00629290877813526,-0.0159751126336076,-0.00107509702673114,-0.0160412552871397,-0.00334902982190066,-0.00548182980855538,0.00293842478402229,0.0191778471758917,-0.00425380360806871,0.00343905817063472,0,0.000186844540924325
"5",-0.00423997728658154,0.00626392466465675,0.0117112700934334,0.0113786012039827,0.00237832622616518,0.00830347114510355,-0.000556485200422507,-0.00258416923882399,-0.012861643511174,0.0157229031010249,-0.0263667671988865,0.00665237902232008,0.000768640364845474,-0.00277606894163018,-0.00709676210185395,-0.00865829221443004,0.00142107117428081,0.00232225595020652,-0.00351338901242626,0.00957563241618309,-0.00724642682084575,-0.000368580179625155,0.00771275211282485,-0.00918683903184914,0.00868482893819,0.019390941816158,-0.00804116586691905,0.0392231788906334,0.000184223856762866,0.005972919145943
"6",0.0202257863300084,0.0188576907630538,0.0217337993285849,0.00474375922755121,0.0122942289681813,0.0259408886285222,0.0259584562090676,0.0134581534152398,-0.0160695261170655,0.00105750402853899,0.0153418321080872,0.00892647109950429,0.041655296545748,0.0152285431895789,0.0122269139311779,0.00651371200493922,0.0170568000712479,0.0113029069772226,0.0120367287081709,0.00571643107141528,0.0108404051179101,0.0156675097053951,0.00641510728642047,0.0447378016507003,-0.0116184427389415,0.0197248662198901,-0.00785302692564427,0.0259251933558011,0.006821591466591,0.00946275571518784
"7",0.00751238003110122,-0.00718783955846547,0.00482229742629126,0.0330802393900442,-0.0114750935880944,0.00153739940754627,0.0113546269949767,0.00912504144643167,0.0677555998386374,0.00502766732350679,0.0192081914206532,0.0301959995019152,0.0183414444882335,0.00951617384423886,0.0258016324721471,0.0331416547950754,0.0184859808219064,0.00256884098729016,0.00383887957033346,0.00743221070479261,0.00486168044192947,0.00385625645344834,-0.00869360976924605,0.0288441014873666,0.000524936239996165,0.00565486860998954,0,0.00116086155274897,-0.00238049647671779,0.00735226663073374
"8",0.011806045410625,-0.00108608164860746,0.0101244885297915,0.0110647725290061,0.0325775990486241,0.00997385205534118,0.000218329511543658,-0.00569999354665041,0.021703173282998,0.00462418592707858,-0.000359962353559395,0.0321222449364345,-0.00805933987768603,-0.000479270926165953,-0.00147189081295662,0.00685393869106687,0.013127306534231,-0.0144026656302491,0.0211322598868622,-0.00731539534357761,0.00803995837583638,-0.0173784944357386,0.0154068869698889,-0.00194095552975215,0.0123780561303752,0.000137209758417134,-0.0150643845209065,0.0384409334018245,-0.00991200866212505,-0.000456222799834372
"9",0.0150803548930414,0.00996559898360183,0.0030594642516335,-0.000751442456082607,0.0138665765007442,0.00321490028268223,0.013966110084769,0.00792664377155328,0.0184096563100085,0.0139341232402019,0.0121283370614056,-0.00671186064027041,-0.000565260137236678,0.0150255580062446,0.0124429344176578,0.0102111837718402,0.00839402441033621,-0.0118024452601401,0.0111049502191172,0.0234197214943486,0.0212450691000672,0.000186041383872348,0.00161454197560396,0.00432151236790679,0.00569887623857701,0.00219389588851837,0.0303303485234212,-0.00085887205925439,0.00389327315949428,0.0195327845228763
"10",0.00336095702195549,0.00825261674324351,-0.00266061935645701,-0.00844619575180861,0.00232366216949753,-0.0102488473659231,-0.00195919084255858,0.00933891720503421,-0.00357556855772345,0.00581885758998446,0.0134661540875818,0.00177031404112626,0.0252369197747395,0.00551175095551071,-0.00899271524645173,-0.0147196320788957,0.000670462607110123,0.0039098872912775,0.00575912493786013,-0.000549220017910246,0.00905366968253452,0.0089344850894697,-0.0216901179210681,0.0131239829384631,-0.00432717582992037,-0.00769657470673657,0.0198769213988079,0.000515753095928551,0.00886434264259561,0.0130707816161701
