"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",140.620529174805,49.4578552246094,286.297424316406,165.121505737305,327.675659179688,138.562545776367,45.7344436645508,282.950012207031,43.6976661682129,225.191543579102,154.622833251953,264.536682128906,384.683654785156,53.3573532104492,224.520568847656,346.641967773438,309.376953125,129.72575378418,432.837768554688,145.767944335938,44.1757736206055,95.966178894043,631.849975585938,40.3266754150391,87.462028503418,272.62646484375,73.8309478759766,106.449996948242,48.4910545349121,91.9999237060547
"2",140.237838745117,49.5117988586426,286.297424316406,164.430999755859,328.501739501953,139.120391845703,45.635368347168,284.140014648438,43.9172515869141,225.925506591797,154.741027832031,261.829986572266,388.257690429688,54.6943588256836,224.247894287109,347.670349121094,306.498382568359,129.187927246094,431.862915039062,145.397521972656,44.3090324401855,96.2344818115234,632.659973144531,40.527759552002,89.7439041137695,270.541473388672,72.6505813598633,105.059997558594,48.7070693969727,94.0631332397461
"3",140.149505615234,49.376953125,285.695465087891,162.315002441406,323.92333984375,138.253021240234,45.5881462097168,280.929992675781,43.2584953308105,225.664779663086,151.486618041992,263.980010986328,384.959350585938,54.1490020751953,219.22282409668,340.020782470703,308.909423828125,129.72575378418,429.807983398438,144.783157348633,44.2677841186523,95.5074081420898,627.039978027344,40.0158996582031,90.5995941162109,271.802429199219,72.0198593139648,104.680000305176,48.8060646057129,93.2622222900391
"4",138.873718261719,48.7926597595215,284.384643554688,162.366500854492,322.251190185547,135.799743652344,44.9344215393066,278.619995117188,42.6820755004883,224.805282592773,150.322998046875,268.573333740234,383.2958984375,53.8675193786621,218.190582275391,338.247985839844,309.670257568359,129.534286499023,427.103240966797,142.470230102539,44.2201919555664,93.9753494262695,624.940002441406,39.7965393066406,90.8658142089844,277.015014648438,71.7135009765625,105.040000915527,48.8060646057129,93.2796478271484
"5",138.284896850586,49.0982933044434,287.715148925781,164.214004516602,323.017608642578,136.927352905273,44.9094161987305,277.899993896484,42.133113861084,228.339874267578,146.359466552734,270.359985351562,383.590515136719,53.7179794311523,216.642135620117,335.3193359375,310.110321044922,129.835098266602,425.602661132812,143.83447265625,43.8997535705566,93.9407119750977,629.760009765625,39.4309349060059,91.6549682617188,282.386596679688,71.1368408203125,109.160003662109,48.815055847168,93.836799621582
"6",141.081817626953,50.0241737365723,293.968292236328,164.99299621582,326.988861083984,140.479370117188,46.0751953125,281.640014648438,41.4560546875,228.581344604492,148.604888916016,272.773345947266,399.569091796875,54.5360260009766,219.291000366211,337.503509521484,315.399810791016,131.302612304688,430.725524902344,144.656692504883,44.3756446838379,95.4125289916992,633.799987792969,41.1949882507324,90.5900802612305,287.956634521484,70.5782012939453,111.98999786377,49.1480522155762,94.7247543334961
"7",142.141677856445,49.664608001709,295.385894775391,170.45100402832,323.236633300781,140.695343017578,46.5983619689941,284.209991455078,44.2649345397949,229.730575561523,151.459320068359,281.010009765625,406.897766113281,55.0550003051758,224.949066162109,348.688934326172,321.230285644531,131.639907836914,432.379028320312,145.731811523438,44.5913848876953,95.7804641723633,628.289978027344,42.3832206726074,90.6376342773438,289.584991455078,70.5782012939453,112.120002746582,49.0310554504395,95.4211959838867
"8",143.819808959961,49.610668182373,298.376525878906,172.337005615234,333.766906738281,142.098617553711,46.6085357666016,282.589996337891,45.2256240844727,230.792892456055,151.404800415039,290.036682128906,403.618438720703,55.0286140441895,224.617965698242,351.078826904297,325.447174072266,129.743942260742,441.516174316406,144.665725708008,44.9498977661133,94.1159439086914,637.969970703125,42.3009567260742,91.7595520019531,289.624725341797,69.5149841308594,116.430000305176,48.5450592041016,95.3776626586914
"9",145.988662719727,50.1050682067871,299.289398193359,172.207504272461,338.395111083984,142.555450439453,47.2594757080078,284.829986572266,46.0582122802734,234.0087890625,153.241088867188,288.089996337891,403.390289306641,55.8554496765137,227.412872314453,354.663757324219,328.178985595703,128.212646484375,446.419189453125,148.053756713867,45.9048614501953,94.1334533691406,639,42.4837608337402,92.2824783325195,290.260131835938,71.6233978271484,116.330001831055,48.734058380127,97.2406539916992
"10",146.47932434082,50.5185661315918,298.493103027344,170.753005981445,339.181427001953,141.094421386719,47.1668853759766,287.489990234375,45.8935279846191,235.370452880859,155.304656982422,288.600006103516,413.570617675781,56.1633110046387,225.367813110352,349.443237304688,328.399017333984,128.713943481445,448.990173339844,147.972442626953,46.3204689025879,94.9744873046875,625.140014648438,43.041316986084,91.8831558227539,288.026123046875,73.0470504760742,116.389999389648,49.1660537719727,98.5116653442383
