"","XOM","GE","MSFT","T","PG","WMT","BRK-B","JNJ","CVX","BAC","IBM","MO","JPM","CSCO","KO","PFE","GOOGL","AAPL","INTC","COP","PEP","HPQ","C","AIG","VZ","ORCL","MRK","WFC","ABT","UPS"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",-0.0224096524320289,-0.00815639708622462,-0.0240306403532285,-0.0148689438226339,-0.013604462622484,-0.0271902857327878,-0.00114117532849833,-0.0138409949108979,-0.023065410549589,-0.013770467286096,-0.00730656643442951,-0.0149029023722798,-0.0182742771655645,-0.0265880485011718,-0.0184316850313498,-0.0175003315614181,-0.0246754450358877,-0.0366636603296723,-0.0225026886777511,-0.0233223085187781,-0.00395658553276512,-0.0190534735163259,-0.0110955077047016,-0.0141532121711113,-0.0184184472321041,-0.00213520958496971,-0.0410879473905658,-0.0148701514524366,-0.00304672881028512,-0.0151797756323487
"3",0.0117937124376006,0.00616771583871323,-0.0215978612450899,0.00851452988309243,-0.00239074524534855,0.00310553593136431,0.00179534208470256,0.00618222527979184,0.0229258512479666,0.00414900423430353,-0.00324326600152025,0.0134475703269463,0.00471222686875472,-0.00455247801737213,0.00824335133324117,0.00339314688123205,-0.000322643610379925,-0.0236856463114652,0.0117911186680582,0.02113687532788,0.000661689039322733,0.0144103885492843,0.00571215477201692,0.00579021828242854,0.00970494145845957,0.0142655560161289,0.0161784562782823,0.00181138407435522,0.00376083474104361,0.00939830828567456
"4",0.00328354238688155,0.00846470645288844,0.00750504964678567,0.0326167498755228,0.00424009234320888,-0.00123833364753001,-0.00130338595083934,0.00714041135777288,0.00317737398681794,0.00619889867530854,0.00988736412410707,0.000829465371622318,0.0220452283687196,0.0416667372036317,-0.00249803852561448,0.0101436292453179,0.0290463700147368,0.0401538518637323,0.00110995367916189,0.00647716128729203,0.0105857654782304,0.0015448486206362,0.0107506187862596,0.00608553758501373,0.0240308830026053,0,0.0153194673497092,0.0194365460719463,0.0121782861153521,0.00571102019021241
"5",0.00883640684120701,0.00318375231333268,-0.00262901197750443,-0.00668855373145139,-0.00972819413261206,-0.0115726062559094,-0.00293638348150183,0.00148393423476234,0.0128373608818,0.0114988399018188,-0.0144995005873551,0.00607648990011911,0.00527783316532782,-0.00292693398242216,-0.000682925952100732,0.0121335297379515,-0.00831119905776589,-0.00820349776923657,0.0105322433660495,0.0127161682883612,-0.00703742365762083,-0.000925256956265663,0.0062206254199626,-0.000981371592924218,-0.000626000337183741,-0.00492248176684984,0.00443850499243625,0.00709435367864897,-0.00208268411056345,0.000494010397999567
"6",-0.0259532130541158,-0.0126948140564724,-0.0114230478471341,-0.00486390817014692,-0.0142728402713953,-0.0133806724857938,0.000818050358873057,-0.0100430783189231,-0.0230450085483366,-0.0105562665424672,-0.00578539385523069,-0.0166101050342798,-0.0191740766945926,-0.0273971331015839,-0.0104808591496783,-0.0103345074740271,-0.0131773234469349,-0.0269214515496747,-0.01371370828701,-0.0305380629047052,-0.0151643389951126,-0.0249999114275201,-0.01037077052833,-0.0117818671818032,-0.0122100560535384,-0.0204952644675608,-0.0141387086961029,-0.011740911376161,-0.015533923947961,-0.017767079785177
"7",0.00582867609115945,0.00964358942756949,-0.0164452229465291,0.00488768140365914,0.00357253008197045,-0.00339105125009265,-0.00343304055515348,0.0134712368934264,-0.00707647714169779,-0.00430911987499383,0.00885396409340711,0.00544446704711032,-0.0137305290284356,0.0145874516278754,0.00161170763488694,-0.00417717108926863,0.0415287449074748,-0.00466698673841348,-0.010567479125707,-0.0102334797938231,0.0128871437685392,-0.0218429448762311,0.00282163366698129,-0.00165598004916834,0.00475452194567327,-0.00288568900891073,0.0128474669145346,0.00460365070362578,-0.00541681963096752,0.00540129978912951
"8",-0.0261587307381537,-0.00434164856875785,-0.00406684072648145,-0.00523808315005658,-0.00243568372912306,0.000213280282224337,-0.00918631179468621,0.00377431325060074,-0.0298662887145956,0.00659392048433816,-0.00764770624417566,-0.0149937560645351,-0.00306749530757022,-0.0128901989029003,-0.0027586268422507,0.00293622084979428,-0.00892331329123308,-0.0194232986853534,-0.0224847189009119,-0.0222937211613318,0.0013283342770416,0.000970646771291328,0.00381786095267822,-0.000995121096756257,0.00441593182138944,-0.0202606831461468,0.00176950583755375,0.00857368341472253,0.0156283400405748,-0.00512253988391831
"9",0.0127505539711759,0.0049418675931987,0.00317630064869823,-0.000375776761150748,0.0281743497244473,0.00552683745716198,-0.00397353762257713,0.00637492646634508,0.0120699171982823,0.00368510059762372,-0.0267844273394223,0.00479193183041948,0.00236733930880861,-0.00100479860266711,0.000230632663297925,-0.00209134361182051,0.0175675457456901,0.0375681242846979,-0.0161012909179608,0.00941812386053997,-0.00281915494954943,-0.0281276104907612,0,0.00398461388022353,-0.00565323660085049,-0.00073834074110124,0.000294944154295207,0.0152425016085274,0.00652861486012846,-0.000627742835971778
"10",-0.0129258133603912,-0.0144632239172269,-0.00859396789495459,0.00150422504578018,-0.00529789305690553,-0.00359397645146275,0.00465423504001095,-0.00292346297545987,-0.0057036257808909,-0.00489489052522241,0.00778880055542142,-0.00308548143379361,-0.00590370563354248,0.00402214455338012,0.00368738882424635,-0.013830675538288,-0.0171116946983928,-0.025016781341339,0.00292237391290828,-0.00851177631670641,-0.00332623986948666,-0.0039919545553484,-0.00360274297763652,-0.00429998359235106,-0.00505388267743601,-0.00443436879307268,-0.00471012843498997,-0.00216519302384177,-0.00393785750087006,-0.00741376956972994
